userId,movieId,rating,timestamp,year,month
18,118900,3.5,2017-01-01 18:18:04,2017,1
477,34150,3.5,2008-01-21 19:53:31,2008,1
187,39869,4.5,2006-10-26 08:08:03,2006,10
100,3536,4.0,2004-11-11 14:45:02,2004,11
105,111759,3.5,2015-11-03 17:28:49,2015,11
590,940,5.0,2009-11-17 00:22:19,2009,11
370,40629,3.0,2006-09-25 05:37:57,2006,9
555,2329,5.0,2001-01-06 02:36:27,2001,1
514,4002,3.5,2018-08-11 00:57:11,2018,8
105,117176,4.0,2015-11-15 09:33:51,2015,11
19,3213,4.0,2000-08-08 04:29:42,2000,8
195,1921,2.0,2000-11-20 07:36:06,2000,11
27,2985,1.0,2000-08-01 17:16:53,2000,8
411,382,3.0,1996-06-23 12:37:19,1996,6
489,105,4.5,2012-03-31 22:04:59,2012,3
89,125974,3.5,2018-03-07 07:51:47,2018,3
425,8783,3.0,2005-01-23 12:22:03,2005,1
45,648,4.0,2000-02-16 22:36:23,2000,2
322,2997,0.5,2008-08-02 11:26:55,2008,8
534,31,3.5,2016-04-04 16:51:47,2016,4
305,903,3.5,2018-02-09 17:41:07,2018,2
263,4027,4.0,2004-07-27 17:10:18,2004,7
469,1719,5.0,2000-08-09 18:34:13,2000,8
591,3897,3.0,2000-10-21 00:01:37,2000,10
594,2001,4.5,2005-02-22 02:13:13,2005,2
469,3418,4.0,2000-08-03 20:15:50,2000,8
288,40959,4.5,2006-09-14 19:44:45,2006,9
187,235,4.5,2006-10-26 08:02:13,2006,10
317,223,4.0,2015-04-30 03:53:51,2015,4
249,68205,3.0,2012-12-13 02:38:24,2012,12
414,112183,4.0,2017-01-29 02:27:03,2017,1
263,2396,4.0,1999-10-20 01:52:54,1999,10
469,2058,3.0,2000-08-03 20:22:30,2000,8
105,4734,4.0,2015-11-03 17:59:34,2015,11
414,1816,3.0,2000-06-20 16:25:30,2000,6
517,2424,1.5,2017-02-24 17:27:31,2017,2
428,1527,4.0,2005-03-24 00:16:19,2005,3
334,733,3.5,2008-10-31 19:21:21,2008,10
469,3813,5.0,2000-08-03 20:58:22,2000,8
68,3409,3.0,2009-12-24 03:11:12,2009,12
603,1533,4.0,2000-03-24 19:10:31,2000,3
381,736,3.5,2006-11-30 09:01:03,2006,11
204,3266,5.0,2012-01-21 22:39:56,2012,1
380,84942,4.0,2017-04-28 23:18:17,2017,4
331,5952,4.5,2018-09-17 04:14:09,2018,9
137,1237,4.5,2008-03-07 04:23:03,2008,3
125,1221,4.5,2016-09-19 12:59:33,2016,9
471,6016,4.0,2017-06-05 14:11:46,2017,6
453,344,4.0,2001-11-17 03:19:34,2001,11
68,457,4.5,2006-09-17 22:19:02,2006,9
410,1085,4.0,2001-05-24 18:21:13,2001,5
563,2485,3.0,2015-09-10 00:41:01,2015,9
129,7438,4.0,2006-12-29 07:07:36,2006,12
367,3175,4.0,2001-08-14 18:08:52,2001,8
596,2774,3.0,2018-09-01 19:28:43,2018,9
175,531,3.5,2009-02-09 14:02:20,2009,2
318,96020,4.0,2015-02-20 18:18:10,2015,2
57,2804,4.0,2000-08-09 04:43:31,2000,8
208,10,2.0,1999-10-23 00:44:12,1999,10
494,1196,5.0,2001-09-28 08:42:44,2001,9
51,2752,2.5,2009-01-02 21:19:11,2009,1
414,1278,4.0,2001-05-31 16:49:14,2001,5
412,2710,2.0,1999-10-05 08:55:40,1999,10
369,47,3.5,2009-03-15 02:11:31,2009,3
137,780,3.0,2008-03-07 03:09:05,2008,3
307,1580,2.0,2007-08-03 17:10:17,2007,8
256,3593,4.5,2015-11-08 16:47:06,2015,11
603,1307,4.0,2000-03-24 19:56:27,2000,3
76,111,3.0,2015-08-10 00:27:08,2015,8
566,337,3.0,1996-11-26 11:00:00,1996,11
600,1265,4.0,2009-03-24 01:33:41,2009,3
419,6213,3.5,2012-02-04 01:25:34,2012,2
480,7618,3.5,2007-05-14 16:45:36,2007,5
105,1265,4.0,2015-11-15 09:31:45,2015,11
599,6534,3.0,2017-06-27 00:34:51,2017,6
234,2571,5.0,2001-10-30 02:13:22,2001,10
375,1196,5.0,2008-10-29 21:05:56,2008,10
18,62434,3.5,2016-02-17 22:50:28,2016,2
372,4006,1.0,1997-09-16 13:10:41,1997,9
563,1017,3.5,2015-09-10 00:52:58,2015,9
75,2640,1.5,2006-09-22 23:17:38,2006,9
304,296,5.0,1998-03-29 12:06:34,1998,3
564,5377,4.0,2016-12-15 16:00:01,2016,12
438,2167,4.0,2005-01-14 01:46:10,2005,1
330,466,3.0,2010-10-01 04:00:10,2010,10
460,4703,4.0,2013-01-26 05:01:09,2013,1
156,2239,5.0,2000-01-02 07:51:16,2000,1
534,86892,4.5,2016-04-04 16:39:58,2016,4
525,2628,3.0,2016-10-14 20:17:56,2016,10
571,3706,1.0,2000-08-21 23:20:03,2000,8
390,5220,1.5,2009-08-14 18:40:21,2009,8
19,1895,2.0,2000-08-08 03:52:51,2000,8
307,784,4.0,2007-08-02 20:44:36,2007,8
105,26471,3.5,2015-11-04 06:28:26,2015,11
448,60040,2.5,2009-05-25 07:54:19,2009,5
367,3253,3.0,2001-08-14 18:03:22,2001,8
318,41566,3.0,2010-01-06 19:01:14,2010,1
131,48780,3.5,2012-10-10 03:45:36,2012,10
232,50068,3.0,2007-07-05 03:51:12,2007,7
184,180985,3.0,2018-09-16 14:58:37,2018,9
51,39183,5.0,2009-01-02 20:58:06,2009,1
288,4976,4.0,2002-10-18 15:15:33,2002,10
84,50,4.0,1997-03-06 13:06:34,1997,3
156,26313,4.0,2005-01-28 03:11:09,2005,1
330,4306,4.5,2010-10-01 03:52:29,2010,10
249,84954,2.5,2012-09-04 10:13:59,2012,9
274,2761,3.5,2010-10-27 09:49:31,2010,10
567,119145,3.0,2018-05-02 18:45:07,2018,5
474,1610,4.0,2000-11-19 20:55:55,2000,11
419,89580,4.0,2011-11-21 05:35:00,2011,11
409,3298,3.0,2000-09-15 00:35:15,2000,9
28,27408,2.5,2009-05-11 09:01:54,2009,5
339,141749,4.0,2016-04-09 07:06:34,2016,4
221,4799,3.5,2005-03-18 20:39:37,2005,3
9,2877,3.0,2003-02-07 22:33:41,2003,2
298,4448,2.5,2015-11-15 14:43:00,2015,11
132,4700,3.0,2006-10-25 18:05:33,2006,10
32,788,1.0,1997-02-23 22:17:07,1997,2
82,1801,3.0,2004-05-14 07:56:04,2004,5
274,52973,3.5,2007-08-10 05:22:04,2007,8
397,1104,4.5,2007-06-16 04:03:13,2007,6
177,91535,3.0,2015-07-02 11:38:41,2015,7
246,4993,5.0,2012-11-28 18:19:35,2012,11
605,1917,3.0,2010-06-21 05:09:08,2010,6
21,1391,0.5,2016-07-10 01:18:44,2016,7
167,5816,4.5,2006-08-04 20:01:47,2006,8
101,3179,3.0,2000-09-08 19:20:28,2000,9
219,904,5.0,2007-11-10 09:27:31,2007,11
103,55820,4.5,2015-05-18 14:04:31,2015,5
474,5548,2.0,2003-03-05 18:08:18,2003,3
453,2324,5.0,2000-10-27 04:58:33,2000,10
328,106487,2.5,2017-05-08 02:41:37,2017,5
70,63082,5.0,2012-12-11 03:57:34,2012,12
545,49284,1.5,2009-04-22 00:15:05,2009,4
509,2028,3.5,2015-07-08 22:06:08,2015,7
610,100579,4.0,2017-05-03 22:00:30,2017,5
63,1084,4.0,2015-09-25 16:53:43,2015,9
24,2617,3.5,2016-03-25 21:38:16,2016,3
273,435,4.0,1996-06-27 07:33:17,1996,6
66,442,3.0,2004-08-22 03:05:35,2004,8
525,5618,4.5,2016-10-14 20:49:08,2016,10
606,897,3.5,2007-02-17 23:45:17,2007,2
474,1303,4.0,2004-01-19 01:05:20,2004,1
261,2717,3.0,2014-07-09 04:41:37,2014,7
18,90600,4.0,2017-11-18 22:18:35,2017,11
115,919,4.0,1999-12-12 00:21:26,1999,12
474,6863,3.5,2004-03-05 14:04:03,2004,3
599,115713,3.5,2017-06-27 02:01:06,2017,6
307,7265,3.0,2007-08-17 20:44:06,2007,8
567,166528,1.0,2018-05-02 19:33:44,2018,5
57,1079,3.0,2000-08-09 04:45:33,2000,8
294,3031,1.0,2000-08-18 11:13:32,2000,8
178,780,3.0,2006-11-24 08:00:16,2006,11
606,8961,4.0,2007-02-11 23:37:11,2007,2
414,45186,3.5,2007-01-11 21:39:06,2007,1
139,7090,3.0,2016-01-27 19:54:30,2016,1
220,56367,2.5,2008-12-23 17:58:52,2008,12
249,69951,4.0,2012-12-07 15:59:33,2012,12
469,1387,5.0,2000-08-03 20:14:26,2000,8
356,2692,5.0,2009-01-20 05:50:17,2009,1
132,63082,3.5,2012-02-23 07:51:45,2012,2
351,80590,3.5,2012-01-10 15:52:24,2012,1
177,911,4.0,2015-06-29 00:00:14,2015,6
288,3827,3.5,2003-06-02 15:44:10,2003,6
224,2100,5.0,2000-10-17 19:48:14,2000,10
267,1210,5.0,2000-05-31 20:58:29,2000,5
267,2396,5.0,2000-05-31 21:36:00,2000,5
526,30707,3.0,2017-08-07 18:54:18,2017,8
597,1291,5.0,1999-10-20 11:58:15,1999,10
476,153,3.0,1996-06-17 14:22:22,1996,6
509,85510,3.5,2015-07-04 08:41:02,2015,7
597,1244,5.0,1999-11-03 14:46:34,1999,11
34,27193,4.5,2006-11-19 16:44:53,2006,11
376,1234,4.5,2013-04-02 20:04:52,2013,4
307,6187,4.0,2008-02-28 21:36:37,2008,2
274,56775,3.0,2009-04-07 16:50:21,2009,4
599,8361,1.5,2017-06-26 19:20:04,2017,6
438,225,2.5,2005-01-15 22:50:35,2005,1
584,592,3.0,1996-06-17 04:50:19,1996,6
249,6550,3.5,2012-09-17 13:03:33,2012,9
318,182715,3.5,2018-09-05 13:03:48,2018,9
415,4308,3.0,2013-10-22 19:33:54,2013,10
351,778,4.5,2012-01-08 13:06:55,2012,1
414,3763,3.0,2000-06-19 17:55:58,2000,6
296,2959,5.0,2018-07-30 23:37:08,2018,7
326,648,3.0,2014-12-29 19:13:22,2014,12
298,101112,1.5,2016-01-17 12:19:39,2016,1
1,2090,5.0,2000-07-30 18:47:18,2000,7
414,51084,3.0,2008-01-07 16:03:30,2008,1
352,1682,3.0,2017-05-01 21:18:38,2017,5
207,2968,0.5,2009-11-18 12:38:03,2009,11
580,8494,0.5,2007-01-03 02:27:20,2007,1
64,27266,4.5,2006-10-22 15:11:18,2006,10
307,53996,4.0,2007-10-23 20:41:34,2007,10
414,5464,4.0,2002-07-16 13:36:57,2002,7
305,3267,5.0,2018-01-16 20:01:14,2018,1
602,553,2.0,1996-08-24 08:37:05,1996,8
68,3578,4.0,2006-09-17 22:13:56,2006,9
272,5903,4.0,2018-08-06 14:36:46,2018,8
91,6707,3.5,2005-04-05 16:08:24,2005,4
381,3052,4.0,2007-12-10 05:41:12,2007,12
119,81845,4.0,2015-07-04 11:00:12,2015,7
517,38038,2.5,2017-02-24 17:04:13,2017,2
272,589,3.5,2018-08-05 17:37:37,2018,8
380,71129,3.5,2017-08-12 12:58:58,2017,8
448,96737,2.0,2013-10-26 13:23:06,2013,10
32,1103,4.0,1997-02-23 22:32:03,1997,2
448,2053,2.0,2002-04-23 12:12:12,2002,4
332,2826,2.5,2012-11-11 22:01:24,2012,11
414,3052,3.0,2000-06-19 17:56:31,2000,6
135,2300,5.0,2001-12-30 06:38:10,2001,12
140,2617,2.0,1999-12-06 14:01:46,1999,12
552,780,3.0,2005-03-22 06:31:07,2005,3
414,2947,3.0,2000-06-20 15:39:57,2000,6
527,2161,5.0,2002-09-28 01:18:58,2002,9
265,1488,2.0,2000-08-03 16:28:24,2000,8
292,5989,2.0,2011-12-11 19:30:30,2011,12
17,4571,4.0,2011-05-18 05:25:10,2011,5
500,3301,4.0,2001-11-12 01:14:19,2001,11
274,4386,3.5,2007-02-25 18:17:23,2007,2
62,115149,5.0,2018-03-19 20:06:24,2018,3
166,34150,3.5,2007-09-06 00:18:15,2007,9
261,27611,4.5,2014-07-09 04:53:59,2014,7
221,27834,4.5,2005-07-14 18:23:54,2005,7
424,99114,4.5,2016-03-13 04:49:35,2016,3
425,316,3.5,2004-05-25 09:29:11,2004,5
525,2942,3.5,2016-10-14 20:54:24,2016,10
543,5481,0.5,2013-08-21 07:01:43,2013,8
469,1333,5.0,2000-08-09 18:41:46,2000,8
275,4963,4.0,2003-03-31 02:28:36,2003,3
599,4632,2.5,2017-06-26 22:14:10,2017,6
600,7318,0.5,2009-03-22 22:05:11,2009,3
110,778,3.5,2007-03-31 08:37:13,2007,3
90,1356,4.0,1997-02-19 12:08:20,1997,2
62,34150,3.0,2018-05-05 20:59:02,2018,5
200,2485,4.0,2008-12-21 19:52:08,2008,12
217,2990,3.0,2000-04-17 01:48:19,2000,4
122,3499,4.5,2016-04-25 05:41:31,2016,4
477,551,3.5,2008-01-21 18:27:25,2008,1
603,4810,2.0,2001-10-06 21:24:35,2001,10
123,7153,3.5,2015-11-11 19:11:26,2015,11
380,3638,4.0,2017-05-14 23:25:48,2017,5
599,61236,2.5,2017-06-26 22:47:25,2017,6
118,296,4.0,1999-12-11 15:01:27,1999,12
307,1453,0.5,2007-08-02 20:21:10,2007,8
294,1021,1.0,2000-08-18 10:58:47,2000,8
354,1219,4.0,2008-01-21 22:01:02,2008,1
234,4226,4.0,2001-10-30 02:04:46,2001,10
414,3147,4.0,2000-07-11 13:32:21,2000,7
599,7015,2.5,2018-02-22 01:47:45,2018,2
414,1605,3.0,2000-06-20 15:19:37,2000,6
600,2881,2.5,2009-03-22 22:00:31,2009,3
590,904,5.0,2009-11-17 00:59:17,2009,11
397,1244,5.0,2007-06-16 04:00:46,2007,6
580,6539,4.0,2007-01-01 17:53:08,2007,1
573,1148,5.0,2007-08-08 16:20:15,2007,8
540,4886,3.5,2007-05-14 02:10:01,2007,5
179,161,5.0,1996-08-24 17:24:22,1996,8
469,608,5.0,2000-08-03 21:03:50,2000,8
567,105468,2.0,2018-05-02 19:11:46,2018,5
239,5669,4.5,2008-09-11 18:49:13,2008,9
495,7318,0.5,2016-03-22 08:55:02,2016,3
373,305,5.0,1996-11-01 06:42:01,1996,11
247,59315,2.0,2016-07-04 14:55:46,2016,7
226,5481,4.0,2005-04-30 05:34:05,2005,4
604,367,3.0,1996-05-14 13:37:43,1996,5
11,349,5.0,1998-08-03 14:25:42,1998,8
588,185,1.0,1996-08-06 07:23:35,1996,8
288,367,2.0,2001-01-03 22:06:35,2001,1
266,1580,3.0,1999-12-20 05:57:11,1999,12
64,2699,3.5,2006-10-22 12:45:14,2006,10
551,166568,5.0,2017-09-09 02:51:32,2017,9
17,1093,4.0,2011-05-18 05:25:18,2011,5
305,6377,5.0,2016-04-08 17:13:27,2016,4
357,593,4.5,2012-09-25 22:00:33,2012,9
352,64969,3.0,2017-05-01 21:35:14,2017,5
117,317,3.0,1996-10-01 09:50:54,1996,10
199,5378,1.5,2005-06-19 14:22:17,2005,6
134,160,3.0,1996-05-23 08:46:55,1996,5
414,1836,4.5,2004-08-05 14:36:02,2004,8
221,1186,4.5,2005-03-18 20:35:53,2005,3
93,86,4.0,1999-11-18 17:26:53,1999,11
331,54001,3.0,2018-09-17 04:19:04,2018,9
227,87232,4.5,2015-11-11 02:57:50,2015,11
567,49274,2.5,2018-05-02 19:07:17,2018,5
377,2384,4.5,2012-06-22 06:47:38,2012,6
600,4275,3.0,2009-03-22 22:18:30,2009,3
480,6482,2.5,2007-05-14 18:15:12,2007,5
165,592,4.0,2003-03-04 01:39:32,2003,3
474,2181,3.5,2004-11-12 20:37:10,2004,11
84,1179,3.0,1997-04-07 07:15:52,1997,4
298,4975,2.5,2015-11-15 14:37:29,2015,11
448,95105,2.5,2013-07-20 21:38:20,2013,7
458,480,5.0,1996-10-18 15:15:00,1996,10
50,8928,4.0,2018-05-26 21:32:44,2018,5
19,653,2.0,2000-08-08 03:12:11,2000,8
285,858,5.0,2016-01-31 04:31:56,2016,1
606,1277,4.5,2007-02-18 18:18:50,2007,2
599,328,2.5,2017-06-26 22:29:56,2017,6
246,57669,4.5,2012-11-25 18:52:22,2012,11
599,216,2.5,2017-06-26 22:34:15,2017,6
474,7832,3.5,2006-04-12 22:59:13,2006,4
191,281,4.0,1996-04-17 17:08:18,1996,4
307,343,1.5,2007-08-02 20:13:38,2007,8
489,2713,2.0,2012-04-01 16:14:42,2012,4
402,719,3.0,1997-01-06 12:03:08,1997,1
45,1221,4.0,2000-02-16 17:51:33,2000,2
391,3266,5.0,2002-08-31 21:01:39,2002,8
448,2012,4.0,2002-04-18 11:09:00,2002,4
249,1732,4.5,2012-09-04 11:20:07,2012,9
103,1064,3.5,2015-05-18 17:31:40,2015,5
391,480,2.0,2002-08-31 20:07:35,2002,8
199,1197,4.0,1999-10-20 00:36:39,1999,10
190,8784,3.0,2017-09-01 23:55:29,2017,9
339,41566,3.0,2016-04-09 07:00:53,2016,4
149,1527,4.0,1998-08-02 19:08:29,1998,8
115,2858,1.0,2000-05-31 19:17:47,2000,5
380,98491,5.0,2017-04-29 13:54:05,2017,4
438,329,3.5,2005-01-13 22:14:38,2005,1
61,4878,4.0,2006-04-20 11:29:02,2006,4
25,68954,5.0,2018-08-28 15:34:53,2018,8
572,2917,5.0,1999-12-29 16:31:41,1999,12
313,2746,2.0,2002-08-27 19:16:35,2002,8
246,94777,4.0,2012-11-29 00:35:25,2012,11
590,2664,3.5,2010-02-27 02:14:32,2010,2
504,7149,4.5,2003-12-22 04:05:06,2003,12
232,60684,4.5,2009-12-21 22:44:56,2009,12
552,3020,4.0,2005-03-22 06:32:16,2005,3
517,1027,3.5,2017-02-24 16:30:57,2017,2
28,3543,2.5,2009-06-01 06:22:29,2009,6
153,2174,1.0,2018-05-05 20:11:07,2018,5
597,1206,5.0,1999-10-19 19:37:50,1999,10
608,3243,2.0,2005-05-31 02:33:08,2005,5
377,86290,3.0,2012-06-22 05:47:07,2012,6
606,933,5.0,2007-02-13 00:29:16,2007,2
274,44840,3.5,2007-02-21 02:56:43,2007,2
42,4654,3.0,2001-07-27 18:58:15,2001,7
570,52328,3.5,2007-06-11 09:54:16,2007,6
40,306,5.0,1996-05-14 07:40:22,1996,5
103,2712,4.5,2015-08-28 14:53:26,2015,8
68,76251,4.0,2010-05-01 23:20:19,2010,5
432,1702,3.0,2012-04-23 00:09:56,2012,4
522,82461,5.0,2011-02-12 03:45:57,2011,2
528,2470,2.0,2014-02-07 00:52:39,2014,2
577,3168,2.0,1999-12-23 16:13:49,1999,12
568,2359,4.0,2009-05-29 05:43:14,2009,5
62,4993,5.0,2018-03-19 19:43:07,2018,3
66,628,4.0,2004-08-29 02:50:58,2004,8
68,26778,3.0,2008-12-28 20:54:23,2008,12
369,3752,3.5,2009-03-15 02:07:12,2009,3
600,59131,3.5,2009-03-22 08:28:46,2009,3
111,4016,2.5,2018-01-16 22:18:05,2018,1
313,2867,5.0,2002-08-27 19:16:35,2002,8
219,1377,3.5,2007-11-17 21:30:36,2007,11
573,5010,5.0,2007-08-08 16:15:16,2007,8
166,26662,5.0,2007-09-06 00:24:47,2007,9
226,7325,4.0,2004-10-12 01:34:58,2004,10
489,5266,1.0,2012-03-26 15:13:56,2012,3
284,224,3.0,1996-05-22 17:35:29,1996,5
45,1584,5.0,2000-02-16 22:41:11,2000,2
458,377,5.0,1996-10-18 15:16:36,1996,10
133,529,3.0,1996-09-23 15:11:54,1996,9
367,1219,4.0,2001-08-14 17:48:51,2001,8
534,37386,4.0,2016-04-04 16:39:57,2016,4
474,5316,2.5,2003-07-07 12:47:01,2003,7
387,49932,3.5,2008-04-05 06:32:05,2008,4
509,94780,2.5,2015-07-04 08:49:06,2015,7
606,1446,4.5,2007-02-18 17:08:57,2007,2
370,7438,3.5,2006-09-25 05:51:29,2006,9
177,41573,2.0,2015-07-02 11:36:36,2015,7
89,73042,5.0,2018-03-07 07:47:21,2018,3
597,1573,3.0,1999-11-04 15:23:49,1999,11
274,1253,4.0,2009-09-25 21:36:33,2009,9
474,1996,1.0,2003-03-06 21:08:17,2003,3
309,8340,4.0,2005-09-11 15:25:29,2005,9
608,6893,4.5,2006-05-16 15:54:38,2006,5
45,1610,4.0,2000-02-16 22:52:49,2000,2
380,2735,3.0,2017-05-14 23:30:34,2017,5
387,37729,3.5,2005-09-29 02:56:11,2005,9
18,44665,4.5,2016-02-09 20:31:10,2016,2
249,3753,4.0,2012-12-25 12:43:42,2012,12
432,64614,4.0,2011-09-05 17:49:29,2011,9
217,1265,3.0,2000-04-17 03:51:41,2000,4
212,5218,3.5,2018-04-08 19:42:47,2018,4
307,51091,3.0,2008-02-28 21:41:42,2008,2
610,71910,2.5,2017-05-03 21:56:58,2017,5
42,3752,4.0,2001-07-27 07:06:15,2001,7
103,104,4.0,2015-05-18 13:55:31,2015,5
28,56607,2.5,2009-04-20 07:14:03,2009,4
317,53322,3.0,2015-05-01 20:28:56,2015,5
226,3160,4.0,2004-09-20 06:53:15,2004,9
414,4388,2.0,2003-12-22 01:59:34,2003,12
133,457,4.0,1996-09-23 15:01:02,1996,9
414,51540,3.5,2007-09-14 23:08:06,2007,9
39,2018,3.0,2000-11-21 06:37:09,2000,11
88,6464,0.5,2012-03-10 23:06:22,2012,3
209,177593,4.5,2018-04-23 22:24:08,2018,4
41,1258,5.0,2016-03-25 20:57:58,2016,3
448,157122,3.0,2017-03-17 19:25:27,2017,3
57,2324,5.0,2000-08-09 04:56:09,2000,8
458,590,2.0,1996-10-18 15:13:22,1996,10
353,355,2.0,1996-05-12 22:36:09,1996,5
448,88785,2.0,2012-09-27 20:17:33,2012,9
68,1835,3.0,2009-12-24 03:12:09,2009,12
274,1682,4.5,2007-02-14 22:38:21,2007,2
362,1209,5.0,2018-07-21 23:07:13,2018,7
294,919,2.0,2000-08-18 21:23:12,2000,8
482,8943,1.0,2005-01-10 22:46:08,2005,1
554,551,2.0,1999-12-11 08:17:17,1999,12
7,2683,2.0,2005-01-25 06:43:40,2005,1
249,2340,3.0,2012-09-10 23:08:40,2012,9
414,63992,2.5,2010-05-16 02:43:56,2010,5
454,79008,3.5,2010-07-19 13:47:36,2010,7
122,91658,4.0,2016-04-25 05:19:33,2016,4
233,58559,4.5,2018-03-04 23:32:18,2018,3
